Date,Url
2018-06-01,http://www.ciaps.org.cn/quote/show-htm-itemid-27466.html
2018-06-04,http://www.ciaps.org.cn/quote/show-htm-itemid-27498.html
2018-06-05,http://www.ciaps.org.cn/quote/show-htm-itemid-27530.html
2018-06-06,http://www.ciaps.org.cn/quote/show-htm-itemid-27562.html
2018-06-07,http://www.ciaps.org.cn/quote/show-htm-itemid-27594.html
2018-06-08,http://www.ciaps.org.cn/quote/show-htm-itemid-27626.html
2018-06-11,http://www.ciaps.org.cn/quote/show-htm-itemid-27659.html
2018-06-12,http://www.ciaps.org.cn/quote/show-htm-itemid-27692.html
2018-06-13,http://www.ciaps.org.cn/quote/show-htm-itemid-27725.html
2018-06-14,http://www.ciaps.org.cn/quote/show-htm-itemid-27758.html
2018-06-15,http://www.ciaps.org.cn/quote/show-htm-itemid-27791.html
2018-06-18,http://www.ciaps.org.cn/quote/show-htm-itemid-27824.html
2018-06-19,http://www.ciaps.org.cn/quote/show-htm-itemid-27857.html
2018-06-20,http://www.ciaps.org.cn/quote/show-htm-itemid-27890.html
2018-06-21,http://www.ciaps.org.cn/quote/show-htm-itemid-27923.html
2018-06-22,http://www.ciaps.org.cn/quote/show-htm-itemid-27956.html
2018-06-25,http://www.ciaps.org.cn/quote/show-htm-itemid-27989.html
2018-06-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28022.html
2018-06-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28055.html
2018-06-28,http://www.ciaps.org.cn/quote/show-htm-itemid-28088.html
2018-06-29,http://www.ciaps.org.cn/quote/show-htm-itemid-28121.html
2018-07-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28154.html
2018-07-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28187.html
2018-07-04,http://www.ciaps.org.cn/quote/show-htm-itemid-28220.html
2018-07-05,http://www.ciaps.org.cn/quote/show-htm-itemid-28253.html
2018-07-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28286.html
2018-07-09,http://www.ciaps.org.cn/quote/show-htm-itemid-28320.html
2018-07-10,http://www.ciaps.org.cn/quote/show-htm-itemid-28355.html
2018-07-11,http://www.ciaps.org.cn/quote/show-htm-itemid-28390.html
2018-07-12,http://www.ciaps.org.cn/quote/show-htm-itemid-28424.html
2018-07-13,http://www.ciaps.org.cn/quote/show-htm-itemid-28458.html
2018-07-16,http://www.ciaps.org.cn/quote/show-htm-itemid-28492.html
2018-07-17,http://www.ciaps.org.cn/quote/show-htm-itemid-28526.html
2018-07-18,http://www.ciaps.org.cn/quote/show-htm-itemid-28560.html
2018-07-19,http://www.ciaps.org.cn/quote/show-htm-itemid-28593.html
2018-07-20,http://www.ciaps.org.cn/quote/show-htm-itemid-28626.html
2018-07-23,http://www.ciaps.org.cn/quote/show-htm-itemid-28659.html
2018-07-24,http://www.ciaps.org.cn/quote/show-htm-itemid-28692.html
2018-07-25,http://www.ciaps.org.cn/quote/show-htm-itemid-28725.html
2018-07-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28758.html
