Date,Url
2018-06-01,http://www.ciaps.org.cn/quote/show-htm-itemid-27463.html
2018-06-04,http://www.ciaps.org.cn/quote/show-htm-itemid-27495.html
2018-06-05,http://www.ciaps.org.cn/quote/show-htm-itemid-27527.html
2018-06-06,http://www.ciaps.org.cn/quote/show-htm-itemid-27559.html
2018-06-07,http://www.ciaps.org.cn/quote/show-htm-itemid-27591.html
2018-06-08,http://www.ciaps.org.cn/quote/show-htm-itemid-27623.html
2018-06-11,http://www.ciaps.org.cn/quote/show-htm-itemid-27656.html
2018-06-12,http://www.ciaps.org.cn/quote/show-htm-itemid-27689.html
2018-06-13,http://www.ciaps.org.cn/quote/show-htm-itemid-27722.html
2018-06-14,http://www.ciaps.org.cn/quote/show-htm-itemid-27755.html
2018-06-15,http://www.ciaps.org.cn/quote/show-htm-itemid-27788.html
2018-06-18,http://www.ciaps.org.cn/quote/show-htm-itemid-27821.html
2018-06-19,http://www.ciaps.org.cn/quote/show-htm-itemid-27854.html
2018-06-20,http://www.ciaps.org.cn/quote/show-htm-itemid-27887.html
2018-06-21,http://www.ciaps.org.cn/quote/show-htm-itemid-27920.html
2018-06-22,http://www.ciaps.org.cn/quote/show-htm-itemid-27953.html
2018-06-25,http://www.ciaps.org.cn/quote/show-htm-itemid-27986.html
2018-06-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28019.html
2018-06-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28052.html
2018-06-28,http://www.ciaps.org.cn/quote/show-htm-itemid-28085.html
2018-06-29,http://www.ciaps.org.cn/quote/show-htm-itemid-28118.html
2018-07-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28151.html
2018-07-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28184.html
2018-07-04,http://www.ciaps.org.cn/quote/show-htm-itemid-28217.html
2018-07-05,http://www.ciaps.org.cn/quote/show-htm-itemid-28250.html
2018-07-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28283.html
2018-07-09,http://www.ciaps.org.cn/quote/show-htm-itemid-28317.html
2018-07-10,http://www.ciaps.org.cn/quote/show-htm-itemid-28352.html
2018-07-11,http://www.ciaps.org.cn/quote/show-htm-itemid-28387.html
2018-07-12,http://www.ciaps.org.cn/quote/show-htm-itemid-28421.html
2018-07-13,http://www.ciaps.org.cn/quote/show-htm-itemid-28455.html
2018-07-16,http://www.ciaps.org.cn/quote/show-htm-itemid-28489.html
2018-07-17,http://www.ciaps.org.cn/quote/show-htm-itemid-28523.html
2018-07-18,http://www.ciaps.org.cn/quote/show-htm-itemid-28557.html
2018-07-19,http://www.ciaps.org.cn/quote/show-htm-itemid-28590.html
2018-07-20,http://www.ciaps.org.cn/quote/show-htm-itemid-28623.html
2018-07-23,http://www.ciaps.org.cn/quote/show-htm-itemid-28656.html
2018-07-24,http://www.ciaps.org.cn/quote/show-htm-itemid-28689.html
2018-07-25,http://www.ciaps.org.cn/quote/show-htm-itemid-28722.html
2018-07-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28755.html
2018-07-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28788.html
2018-07-30,http://www.ciaps.org.cn/quote/show-htm-itemid-28821.html
2018-07-31,http://www.ciaps.org.cn/quote/show-htm-itemid-28854.html
2018-08-01,http://www.ciaps.org.cn/quote/show-htm-itemid-28887.html
2018-08-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28920.html
2018-08-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28953.html
2018-08-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28986.html
2018-08-07,http://www.ciaps.org.cn/quote/show-htm-itemid-29019.html
2018-08-08,http://www.ciaps.org.cn/quote/show-htm-itemid-29052.html
2018-08-09,http://www.ciaps.org.cn/quote/show-htm-itemid-29085.html
2018-08-10,http://www.ciaps.org.cn/quote/show-htm-itemid-29118.html
