Date,Url
2018-06-01,http://www.ciaps.org.cn/quote/show-htm-itemid-27468.html
2018-06-04,http://www.ciaps.org.cn/quote/show-htm-itemid-27500.html
2018-06-05,http://www.ciaps.org.cn/quote/show-htm-itemid-27532.html
2018-06-06,http://www.ciaps.org.cn/quote/show-htm-itemid-27564.html
2018-06-07,http://www.ciaps.org.cn/quote/show-htm-itemid-27596.html
2018-06-08,http://www.ciaps.org.cn/quote/show-htm-itemid-27628.html
2018-06-11,http://www.ciaps.org.cn/quote/show-htm-itemid-27661.html
2018-06-12,http://www.ciaps.org.cn/quote/show-htm-itemid-27694.html
2018-06-13,http://www.ciaps.org.cn/quote/show-htm-itemid-27727.html
2018-06-14,http://www.ciaps.org.cn/quote/show-htm-itemid-27760.html
2018-06-15,http://www.ciaps.org.cn/quote/show-htm-itemid-27793.html
2018-06-18,http://www.ciaps.org.cn/quote/show-htm-itemid-27826.html
2018-06-19,http://www.ciaps.org.cn/quote/show-htm-itemid-27859.html
2018-06-20,http://www.ciaps.org.cn/quote/show-htm-itemid-27892.html
2018-06-21,http://www.ciaps.org.cn/quote/show-htm-itemid-27925.html
2018-06-22,http://www.ciaps.org.cn/quote/show-htm-itemid-27958.html
2018-06-25,http://www.ciaps.org.cn/quote/show-htm-itemid-27991.html
2018-06-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28024.html
2018-06-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28057.html
2018-06-28,http://www.ciaps.org.cn/quote/show-htm-itemid-28090.html
2018-06-29,http://www.ciaps.org.cn/quote/show-htm-itemid-28123.html
2018-07-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28156.html
2018-07-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28189.html
2018-07-04,http://www.ciaps.org.cn/quote/show-htm-itemid-28222.html
2018-07-05,http://www.ciaps.org.cn/quote/show-htm-itemid-28255.html
2018-07-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28288.html
2018-07-09,http://www.ciaps.org.cn/quote/show-htm-itemid-28322.html
2018-07-10,http://www.ciaps.org.cn/quote/show-htm-itemid-28357.html
2018-07-11,http://www.ciaps.org.cn/quote/show-htm-itemid-28392.html
2018-07-12,http://www.ciaps.org.cn/quote/show-htm-itemid-28426.html
2018-07-13,http://www.ciaps.org.cn/quote/show-htm-itemid-28460.html
2018-07-16,http://www.ciaps.org.cn/quote/show-htm-itemid-28494.html
2018-07-17,http://www.ciaps.org.cn/quote/show-htm-itemid-28528.html
2018-07-18,http://www.ciaps.org.cn/quote/show-htm-itemid-28561.html
2018-07-19,http://www.ciaps.org.cn/quote/show-htm-itemid-28594.html
2018-07-20,http://www.ciaps.org.cn/quote/show-htm-itemid-28627.html
2018-07-23,http://www.ciaps.org.cn/quote/show-htm-itemid-28660.html
2018-07-24,http://www.ciaps.org.cn/quote/show-htm-itemid-28693.html
2018-07-25,http://www.ciaps.org.cn/quote/show-htm-itemid-28726.html
2018-07-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28759.html
2018-07-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28792.html
