Date,Url
2018-06-01,http://www.ciaps.org.cn/quote/show-htm-itemid-27460.html
2018-06-04,http://www.ciaps.org.cn/quote/show-htm-itemid-27492.html
2018-06-05,http://www.ciaps.org.cn/quote/show-htm-itemid-27524.html
2018-06-06,http://www.ciaps.org.cn/quote/show-htm-itemid-27556.html
2018-06-07,http://www.ciaps.org.cn/quote/show-htm-itemid-27588.html
2018-06-08,http://www.ciaps.org.cn/quote/show-htm-itemid-27620.html
2018-06-11,http://www.ciaps.org.cn/quote/show-htm-itemid-27653.html
2018-06-12,http://www.ciaps.org.cn/quote/show-htm-itemid-27686.html
2018-06-13,http://www.ciaps.org.cn/quote/show-htm-itemid-27719.html
2018-06-14,http://www.ciaps.org.cn/quote/show-htm-itemid-27752.html
2018-06-15,http://www.ciaps.org.cn/quote/show-htm-itemid-27785.html
2018-06-18,http://www.ciaps.org.cn/quote/show-htm-itemid-27818.html
2018-06-19,http://www.ciaps.org.cn/quote/show-htm-itemid-27851.html
2018-06-20,http://www.ciaps.org.cn/quote/show-htm-itemid-27884.html
2018-06-21,http://www.ciaps.org.cn/quote/show-htm-itemid-27917.html
2018-06-22,http://www.ciaps.org.cn/quote/show-htm-itemid-27950.html
2018-06-25,http://www.ciaps.org.cn/quote/show-htm-itemid-27983.html
2018-06-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28016.html
2018-06-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28049.html
2018-06-28,http://www.ciaps.org.cn/quote/show-htm-itemid-28082.html
2018-06-29,http://www.ciaps.org.cn/quote/show-htm-itemid-28115.html
2018-07-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28148.html
2018-07-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28181.html
2018-07-04,http://www.ciaps.org.cn/quote/show-htm-itemid-28214.html
2018-07-05,http://www.ciaps.org.cn/quote/show-htm-itemid-28247.html
2018-07-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28280.html
2018-07-09,http://www.ciaps.org.cn/quote/show-htm-itemid-28314.html
2018-07-10,http://www.ciaps.org.cn/quote/show-htm-itemid-28349.html
2018-07-11,http://www.ciaps.org.cn/quote/show-htm-itemid-28384.html
2018-07-12,http://www.ciaps.org.cn/quote/show-htm-itemid-28418.html
2018-07-13,http://www.ciaps.org.cn/quote/show-htm-itemid-28452.html
2018-07-16,http://www.ciaps.org.cn/quote/show-htm-itemid-28486.html
2018-07-17,http://www.ciaps.org.cn/quote/show-htm-itemid-28520.html
2018-07-18,http://www.ciaps.org.cn/quote/show-htm-itemid-28554.html
2018-07-19,http://www.ciaps.org.cn/quote/show-htm-itemid-28587.html
2018-07-20,http://www.ciaps.org.cn/quote/show-htm-itemid-28620.html
2018-07-23,http://www.ciaps.org.cn/quote/show-htm-itemid-28653.html
2018-07-24,http://www.ciaps.org.cn/quote/show-htm-itemid-28686.html
2018-07-25,http://www.ciaps.org.cn/quote/show-htm-itemid-28719.html
2018-07-26,http://www.ciaps.org.cn/quote/show-htm-itemid-28752.html
2018-07-27,http://www.ciaps.org.cn/quote/show-htm-itemid-28785.html
2018-07-30,http://www.ciaps.org.cn/quote/show-htm-itemid-28818.html
2018-07-31,http://www.ciaps.org.cn/quote/show-htm-itemid-28851.html
2018-08-01,http://www.ciaps.org.cn/quote/show-htm-itemid-28884.html
2018-08-02,http://www.ciaps.org.cn/quote/show-htm-itemid-28917.html
2018-08-03,http://www.ciaps.org.cn/quote/show-htm-itemid-28950.html
2018-08-06,http://www.ciaps.org.cn/quote/show-htm-itemid-28983.html
2018-08-07,http://www.ciaps.org.cn/quote/show-htm-itemid-29016.html
2018-08-08,http://www.ciaps.org.cn/quote/show-htm-itemid-29049.html
2018-08-09,http://www.ciaps.org.cn/quote/show-htm-itemid-29082.html
2018-08-10,http://www.ciaps.org.cn/quote/show-htm-itemid-29115.html
2018-08-13,http://www.ciaps.org.cn/quote/show-htm-itemid-29148.html
2018-08-14,http://www.ciaps.org.cn/quote/show-htm-itemid-29181.html
2018-08-15,http://www.ciaps.org.cn/quote/show-htm-itemid-29214.html
2018-08-16,http://www.ciaps.org.cn/quote/show-htm-itemid-29247.html
2018-08-17,http://www.ciaps.org.cn/quote/show-htm-itemid-29280.html
2018-08-20,http://www.ciaps.org.cn/quote/show-htm-itemid-29313.html
2018-08-21,http://www.ciaps.org.cn/quote/show-htm-itemid-29346.html
2018-08-22,http://www.ciaps.org.cn/quote/show-htm-itemid-29379.html
2018-08-23,http://www.ciaps.org.cn/quote/show-htm-itemid-29412.html
2018-08-24,http://www.ciaps.org.cn/quote/show.php?itemid=29445
2018-08-27,http://www.ciaps.org.cn/quote/show.php?itemid=29478
2018-08-28,http://www.ciaps.org.cn/quote/show.php?itemid=29511
2018-08-29,http://www.ciaps.org.cn/quote/show.php?itemid=29544
2018-08-30,http://www.ciaps.org.cn/quote/show.php?itemid=29577
2018-08-31,http://www.ciaps.org.cn/quote/show.php?itemid=29610
2018-09-03,http://www.ciaps.org.cn/quote/show.php?itemid=29643
2018-09-04,http://www.ciaps.org.cn/quote/show.php?itemid=29676
2018-09-05,http://www.ciaps.org.cn/quote/show.php?itemid=29709
2018-09-06,http://www.ciaps.org.cn/quote/show.php?itemid=29742
2018-09-07,http://www.ciaps.org.cn/quote/show.php?itemid=29775
2018-09-10,http://www.ciaps.org.cn/quote/show.php?itemid=29808
2018-09-11,http://www.ciaps.org.cn/quote/show.php?itemid=29841
2018-09-12,http://www.ciaps.org.cn/quote/show.php?itemid=29874
2018-09-13,http://www.ciaps.org.cn/quote/show.php?itemid=29907
2018-09-14,http://www.ciaps.org.cn/quote/show.php?itemid=29940
2018-09-17,http://www.ciaps.org.cn/quote/show.php?itemid=29973
2018-09-18,http://www.ciaps.org.cn/quote/show.php?itemid=30006
2018-09-19,http://www.ciaps.org.cn/quote/show.php?itemid=30039
2018-09-20,http://www.ciaps.org.cn/quote/show.php?itemid=30072
2018-09-21,http://www.ciaps.org.cn/quote/show.php?itemid=30105
2018-09-24,http://www.ciaps.org.cn/quote/show.php?itemid=30138
2018-09-25,http://www.ciaps.org.cn/quote/show.php?itemid=30171
2018-09-26,http://www.ciaps.org.cn/quote/show.php?itemid=30204
2018-09-27,http://www.ciaps.org.cn/quote/show.php?itemid=30238
2018-09-28,http://www.ciaps.org.cn/quote/show.php?itemid=30272
2018-10-08,http://www.ciaps.org.cn/quote/show.php?itemid=30306
2018-10-09,http://www.ciaps.org.cn/quote/show.php?itemid=30340
2018-10-10,http://www.ciaps.org.cn/quote/show.php?itemid=30374
2018-10-11,http://www.ciaps.org.cn/quote/show.php?itemid=30407
2018-10-12,http://www.ciaps.org.cn/quote/show.php?itemid=30440
2018-10-15,http://www.ciaps.org.cn/quote/show.php?itemid=30473
2018-10-16,http://www.ciaps.org.cn/quote/show.php?itemid=30506
2018-10-17,http://www.ciaps.org.cn/quote/show.php?itemid=30539
2018-10-18,http://www.ciaps.org.cn/quote/show.php?itemid=30572
2018-10-19,http://www.ciaps.org.cn/quote/show.php?itemid=30605
2018-10-22,http://www.ciaps.org.cn/quote/show.php?itemid=30638
2018-10-23,http://www.ciaps.org.cn/quote/show.php?itemid=30671
2018-10-24,http://www.ciaps.org.cn/quote/show.php?itemid=30704
2018-10-25,http://www.ciaps.org.cn/quote/show.php?itemid=30737
2018-10-26,http://www.ciaps.org.cn/quote/show.php?itemid=30770
2018-10-29,http://www.ciaps.org.cn/quote/show.php?itemid=30803
2018-10-30,http://www.ciaps.org.cn/quote/show.php?itemid=30836
2018-10-31,http://www.ciaps.org.cn/quote/show.php?itemid=30869
2018-11-01,http://www.ciaps.org.cn/quote/show.php?itemid=30902
2018-11-02,http://www.ciaps.org.cn/quote/show.php?itemid=30935
2018-11-05,http://www.ciaps.org.cn/quote/show.php?itemid=30968
2018-11-06,http://www.ciaps.org.cn/quote/show.php?itemid=31001
2018-11-07,http://www.ciaps.org.cn/quote/show.php?itemid=31034
2018-11-08,http://www.ciaps.org.cn/quote/show.php?itemid=31067
2018-11-09,http://www.ciaps.org.cn/quote/show.php?itemid=31100
2018-11-12,http://www.ciaps.org.cn/quote/show.php?itemid=31133
2018-11-13,http://www.ciaps.org.cn/quote/show.php?itemid=31166
2018-11-14,http://www.ciaps.org.cn/quote/show.php?itemid=31199
2018-11-15,http://www.ciaps.org.cn/quote/show.php?itemid=31232
2018-11-16,http://www.ciaps.org.cn/quote/show.php?itemid=31265
2018-11-19,http://www.ciaps.org.cn/quote/show.php?itemid=31298
2018-11-20,http://www.ciaps.org.cn/quote/show.php?itemid=31331
2018-11-21,http://www.ciaps.org.cn/quote/show.php?itemid=31364
2018-11-22,http://www.ciaps.org.cn/quote/show.php?itemid=31397
2018-11-23,http://www.ciaps.org.cn/quote/show.php?itemid=31430
2018-11-26,http://www.ciaps.org.cn/quote/show.php?itemid=31463
2018-11-27,http://www.ciaps.org.cn/quote/show.php?itemid=31496
2018-11-28,http://www.ciaps.org.cn/quote/show.php?itemid=31529
2018-11-29,http://www.ciaps.org.cn/quote/show.php?itemid=31562
2018-11-30,http://www.ciaps.org.cn/quote/show.php?itemid=31595
2018-12-03,http://www.ciaps.org.cn/quote/show.php?itemid=31628
2018-12-04,http://www.ciaps.org.cn/quote/show.php?itemid=31661
2018-12-05,http://www.ciaps.org.cn/quote/show.php?itemid=31694
2018-12-06,http://www.ciaps.org.cn/quote/show.php?itemid=31727
2018-12-07,http://www.ciaps.org.cn/quote/show.php?itemid=31760
2018-12-10,http://www.ciaps.org.cn/quote/show.php?itemid=31793
2018-12-11,http://www.ciaps.org.cn/quote/show.php?itemid=31826
2018-12-12,http://www.ciaps.org.cn/quote/show.php?itemid=31859
2018-12-13,http://www.ciaps.org.cn/quote/show.php?itemid=31892
2018-12-14,http://www.ciaps.org.cn/quote/show.php?itemid=31925
2018-12-17,http://www.ciaps.org.cn/quote/show.php?itemid=31958
2018-12-18,http://www.ciaps.org.cn/quote/show.php?itemid=31991
2018-12-19,http://www.ciaps.org.cn/quote/show.php?itemid=32024
2018-12-20,http://www.ciaps.org.cn/quote/show.php?itemid=32057
2018-12-21,http://www.ciaps.org.cn/quote/show.php?itemid=32090
2018-12-24,http://www.ciaps.org.cn/quote/show.php?itemid=32123
2018-12-25,http://www.ciaps.org.cn/quote/show.php?itemid=32156
2018-12-26,http://www.ciaps.org.cn/quote/show.php?itemid=32189
2018-12-27,http://www.ciaps.org.cn/quote/show.php?itemid=32222
2018-12-28,http://www.ciaps.org.cn/quote/show.php?itemid=32255
2018-12-29,http://www.ciaps.org.cn/quote/show.php?itemid=32288
2018-12-31,http://www.ciaps.org.cn/quote/show.php?itemid=32321
2019-01-01,http://www.ciaps.org.cn/quote/show.php?itemid=32354
2019-01-02,http://www.ciaps.org.cn/quote/show.php?itemid=32387
